"Order ID","Ship Mode",delivery_days,z_score
CA-2014-133228,"Standard Class",5,-0
CA-2014-133228,"Standard Class",5,-0
CA-2017-152961,"Standard Class",4,-0.99
US-2016-151862,"Standard Class",7,1.98
CA-2016-119963,"Standard Class",4,-0.99
CA-2016-119963,"Standard Class",4,-0.99
CA-2016-119963,"Standard Class",4,-0.99
CA-2016-119963,"Standard Class",4,-0.99
CA-2017-167871,"Standard Class",5,-0
CA-2017-167871,"Standard Class",5,-0
US-2016-142685,"Standard Class",7,1.98
CA-2017-117863,"Standard Class",5,-0
CA-2015-118955,"Standard Class",4,-0.99
CA-2015-118955,"Standard Class",4,-0.99
CA-2015-118955,"Standard Class",4,-0.99
CA-2017-123001,"Standard Class",6,0.99
CA-2017-123001,"Standard Class",6,0.99
CA-2017-123001,"Standard Class",6,0.99
CA-2016-132094,"Standard Class",7,1.98
CA-2016-132094,"Standard Class",7,1.98
CA-2014-103940,"Standard Class",4,-0.99
CA-2014-103940,"Standard Class",4,-0.99
CA-2014-103940,"Standard Class",4,-0.99
CA-2014-103940,"Standard Class",4,-0.99
CA-2017-146920,"Standard Class",4,-0.99
CA-2017-146920,"Standard Class",4,-0.99
US-2015-148817,"Standard Class",6,0.99
US-2015-148817,"Standard Class",6,0.99
US-2017-142573,"Standard Class",5,-0
US-2017-142573,"Standard Class",5,-0
US-2017-142573,"Standard Class",5,-0
US-2017-142573,"Standard Class",5,-0
US-2017-142573,"Standard Class",5,-0
CA-2017-148068,"Standard Class",7,1.98
CA-2017-148068,"Standard Class",7,1.98
CA-2015-167010,"Standard Class",5,-0
CA-2015-167010,"Standard Class",5,-0
CA-2015-167010,"Standard Class",5,-0
CA-2015-167010,"Standard Class",5,-0
CA-2015-167010,"Standard Class",5,-0
CA-2015-167010,"Standard Class",5,-0
CA-2015-167010,"Standard Class",5,-0
CA-2015-167010,"Standard Class",5,-0
CA-2015-151043,"Standard Class",6,0.99
CA-2015-121097,"Standard Class",5,-0
CA-2017-102267,"Standard Class",4,-0.99
CA-2017-134285,"Standard Class",5,-0
CA-2017-134285,"Standard Class",5,-0
CA-2017-110212,"Standard Class",4,-0.99
US-2014-112200,"Standard Class",6,0.99
US-2016-144547,"Standard Class",4,-0.99
US-2016-163881,"Standard Class",6,0.99
US-2016-163881,"Standard Class",6,0.99
US-2016-163881,"Standard Class",6,0.99
CA-2014-100895,"Standard Class",4,-0.99
CA-2014-100895,"Standard Class",4,-0.99
CA-2014-100895,"Standard Class",4,-0.99
US-2017-127341,"Standard Class",4,-0.99
CA-2014-152849,"Standard Class",7,1.98
CA-2015-129896,"Standard Class",5,-0
CA-2015-129896,"Standard Class",5,-0
CA-2015-129896,"Standard Class",5,-0
CA-2016-140641,"Standard Class",5,-0
CA-2015-157133,"Standard Class",5,-0
CA-2014-135755,"Standard Class",7,1.98
CA-2014-135755,"Standard Class",7,1.98
CA-2017-154039,"Standard Class",5,-0
CA-2017-154039,"Standard Class",5,-0
US-2017-131849,"Standard Class",4,-0.99
US-2017-131849,"Standard Class",4,-0.99
CA-2015-142377,"Standard Class",5,-0
US-2014-109162,"Standard Class",4,-0.99
CA-2014-126760,"Standard Class",7,1.98
CA-2014-126760,"Standard Class",7,1.98
CA-2014-126760,"Standard Class",7,1.98
CA-2014-126760,"Standard Class",7,1.98
CA-2014-100363,"Standard Class",7,1.98
CA-2014-100363,"Standard Class",7,1.98
US-2015-111927,"Standard Class",5,-0
US-2015-111927,"Standard Class",5,-0
CA-2017-141733,"Standard Class",4,-0.99
CA-2017-141733,"Standard Class",4,-0.99
CA-2017-141733,"Standard Class",4,-0.99
CA-2017-141733,"Standard Class",4,-0.99
CA-2014-132801,"Standard Class",5,-0
CA-2015-140984,"Standard Class",4,-0.99
CA-2015-140984,"Standard Class",4,-0.99
CA-2015-140984,"Standard Class",4,-0.99
CA-2017-141873,"Standard Class",5,-0
CA-2017-141873,"Standard Class",5,-0
CA-2017-141873,"Standard Class",5,-0
CA-2017-141873,"Standard Class",5,-0
CA-2015-102582,"Standard Class",4,-0.99
CA-2015-102582,"Standard Class",4,-0.99
CA-2015-102582,"Standard Class",4,-0.99
CA-2015-103961,"Standard Class",4,-0.99
CA-2015-113628,"Standard Class",7,1.98
CA-2015-113628,"Standard Class",7,1.98
CA-2015-113628,"Standard Class",7,1.98
CA-2015-113628,"Standard Class",7,1.98
CA-2015-113628,"Standard Class",7,1.98
CA-2015-113628,"Standard Class",7,1.98
CA-2016-156503,"Standard Class",6,0.99
CA-2016-156503,"Standard Class",6,0.99
CA-2016-156503,"Standard Class",6,0.99
CA-2016-156503,"Standard Class",6,0.99
CA-2016-156503,"Standard Class",6,0.99
CA-2016-156503,"Standard Class",6,0.99
US-2014-117163,"Standard Class",6,0.99
US-2014-117163,"Standard Class",6,0.99
US-2014-117163,"Standard Class",6,0.99
CA-2015-163762,"Standard Class",4,-0.99
CA-2014-107139,"Standard Class",6,0.99
US-2016-133508,"Standard Class",4,-0.99
CA-2016-169971,"Standard Class",5,-0
CA-2016-169971,"Standard Class",5,-0
CA-2016-144218,"Standard Class",4,-0.99
CA-2017-112487,"Standard Class",4,-0.99
CA-2017-125752,"Standard Class",4,-0.99
CA-2014-149643,"Standard Class",4,-0.99
CA-2017-118521,"Standard Class",4,-0.99
CA-2016-155530,"Standard Class",4,-0.99
CA-2016-163153,"Standard Class",4,-0.99
CA-2016-163153,"Standard Class",4,-0.99
CA-2017-125878,"Standard Class",5,-0
CA-2017-104577,"Standard Class",5,-0
CA-2015-167745,"Standard Class",5,-0
CA-2015-167745,"Standard Class",5,-0
CA-2015-167745,"Standard Class",5,-0
CA-2016-111283,"Standard Class",4,-0.99
CA-2016-137848,"Standard Class",6,0.99
CA-2016-137848,"Standard Class",6,0.99
CA-2016-137848,"Standard Class",6,0.99
CA-2016-133340,"Standard Class",4,-0.99
CA-2016-133340,"Standard Class",4,-0.99
CA-2016-133340,"Standard Class",4,-0.99
CA-2015-109575,"Standard Class",5,-0
CA-2015-109575,"Standard Class",5,-0
CA-2015-109575,"Standard Class",5,-0
CA-2015-109575,"Standard Class",5,-0
CA-2015-109575,"Standard Class",5,-0
CA-2016-165169,"Standard Class",6,0.99
CA-2016-165169,"Standard Class",6,0.99
CA-2016-165169,"Standard Class",6,0.99
CA-2016-151512,"Standard Class",7,1.98
US-2014-169789,"Standard Class",5,-0
CA-2017-144036,"Standard Class",4,-0.99
CA-2016-151155,"Standard Class",4,-0.99
CA-2016-151155,"Standard Class",4,-0.99
CA-2016-105900,"Standard Class",6,0.99
CA-2016-142370,"Standard Class",4,-0.99
CA-2016-142370,"Standard Class",4,-0.99
CA-2017-144568,"Standard Class",4,-0.99
CA-2014-120544,"Standard Class",4,-0.99
CA-2014-120544,"Standard Class",4,-0.99
CA-2014-120544,"Standard Class",4,-0.99
CA-2017-160087,"Standard Class",4,-0.99
CA-2015-104941,"Standard Class",6,0.99
CA-2015-104941,"Standard Class",6,0.99
CA-2015-104941,"Standard Class",6,0.99
CA-2015-104941,"Standard Class",6,0.99
CA-2014-140039,"Standard Class",4,-0.99
CA-2016-142097,"Standard Class",5,-0
CA-2016-142097,"Standard Class",5,-0
CA-2016-142097,"Standard Class",5,-0
CA-2016-108567,"Standard Class",4,-0.99
CA-2016-102792,"Standard Class",6,0.99
CA-2015-132626,"Standard Class",5,-0
CA-2015-132626,"Standard Class",5,-0
CA-2015-132626,"Standard Class",5,-0
CA-2015-132626,"Standard Class",5,-0
CA-2015-132626,"Standard Class",5,-0
CA-2015-132626,"Standard Class",5,-0
CA-2015-132626,"Standard Class",5,-0
CA-2015-132626,"Standard Class",5,-0
CA-2015-132626,"Standard Class",5,-0
CA-2015-156440,"Standard Class",4,-0.99
CA-2017-154109,"Standard Class",5,-0
CA-2017-154109,"Standard Class",5,-0
CA-2016-104969,"Standard Class",6,0.99
CA-2016-104969,"Standard Class",6,0.99
CA-2014-129364,"Standard Class",5,-0
CA-2014-129364,"Standard Class",5,-0
CA-2014-129364,"Standard Class",5,-0
CA-2014-129364,"Standard Class",5,-0
CA-2014-129364,"Standard Class",5,-0
CA-2014-129364,"Standard Class",5,-0
CA-2014-129364,"Standard Class",5,-0
CA-2014-129364,"Standard Class",5,-0
US-2017-129777,"Standard Class",6,0.99
US-2017-129777,"Standard Class",6,0.99
CA-2016-161676,"Standard Class",5,-0
CA-2015-128083,"Standard Class",5,-0
CA-2015-128083,"Standard Class",5,-0
CA-2015-128083,"Standard Class",5,-0
CA-2017-158036,"Standard Class",6,0.99
CA-2017-168102,"Standard Class",6,0.99
CA-2017-133004,"Standard Class",5,-0
CA-2015-168459,"Standard Class",5,-0
CA-2016-145177,"Standard Class",4,-0.99
CA-2016-145177,"Standard Class",4,-0.99
CA-2016-145177,"Standard Class",4,-0.99
CA-2016-145177,"Standard Class",4,-0.99
CA-2016-145177,"Standard Class",4,-0.99
CA-2016-145177,"Standard Class",4,-0.99
CA-2016-145177,"Standard Class",4,-0.99
CA-2016-145177,"Standard Class",4,-0.99
CA-2017-155957,"Standard Class",4,-0.99
CA-2017-155957,"Standard Class",4,-0.99
CA-2014-169726,"Standard Class",4,-0.99
CA-2014-159184,"Standard Class",5,-0
CA-2014-159184,"Standard Class",5,-0
CA-2016-109743,"Standard Class",7,1.98
CA-2016-109743,"Standard Class",7,1.98
CA-2017-141929,"Standard Class",4,-0.99
CA-2017-141929,"Standard Class",4,-0.99
CA-2017-141929,"Standard Class",4,-0.99
CA-2016-154536,"Standard Class",4,-0.99
CA-2015-110093,"Standard Class",5,-0
CA-2014-140228,"Standard Class",5,-0
CA-2014-140228,"Standard Class",5,-0
CA-2014-140228,"Standard Class",5,-0
CA-2017-112956,"Standard Class",6,0.99
CA-2017-112956,"Standard Class",6,0.99
CA-2017-112956,"Standard Class",6,0.99
CA-2014-159835,"Standard Class",7,1.98
CA-2014-159835,"Standard Class",7,1.98
CA-2017-138310,"Standard Class",4,-0.99
CA-2017-148012,"Standard Class",6,0.99
CA-2016-164154,"Standard Class",6,0.99
CA-2016-164154,"Standard Class",6,0.99
CA-2017-146535,"Standard Class",6,0.99
CA-2017-146535,"Standard Class",6,0.99
CA-2017-121839,"Standard Class",4,-0.99
CA-2017-161823,"Standard Class",5,-0
CA-2015-121650,"Standard Class",6,0.99
CA-2015-121650,"Standard Class",6,0.99
CA-2015-121650,"Standard Class",6,0.99
CA-2015-121650,"Standard Class",6,0.99
CA-2017-117807,"Standard Class",6,0.99
CA-2016-104157,"Standard Class",4,-0.99
CA-2016-104157,"Standard Class",4,-0.99
CA-2016-104157,"Standard Class",4,-0.99
CA-2016-103163,"Standard Class",4,-0.99
CA-2016-103163,"Standard Class",4,-0.99
CA-2015-143532,"Standard Class",5,-0
CA-2017-117023,"Standard Class",5,-0
CA-2017-117023,"Standard Class",5,-0
US-2017-126081,"Standard Class",5,-0
CA-2017-103877,"Standard Class",7,1.98
CA-2017-152737,"Standard Class",5,-0
CA-2017-152737,"Standard Class",5,-0
CA-2017-118542,"Standard Class",4,-0.99
CA-2017-118542,"Standard Class",4,-0.99
CA-2014-110849,"Standard Class",5,-0
CA-2014-110849,"Standard Class",5,-0
CA-2014-110849,"Standard Class",5,-0
CA-2014-110849,"Standard Class",5,-0
US-2016-152835,"Standard Class",4,-0.99
CA-2015-141145,"Standard Class",6,0.99
CA-2016-130680,"Standard Class",5,-0
CA-2016-132731,"Standard Class",4,-0.99
CA-2016-137673,"Standard Class",5,-0
CA-2015-168767,"Standard Class",5,-0
CA-2016-168536,"Standard Class",4,-0.99
CA-2014-166863,"Standard Class",4,-0.99
CA-2014-166863,"Standard Class",4,-0.99
CA-2014-166863,"Standard Class",4,-0.99
CA-2014-166863,"Standard Class",4,-0.99
CA-2014-166863,"Standard Class",4,-0.99
CA-2014-166863,"Standard Class",4,-0.99
CA-2014-166863,"Standard Class",4,-0.99
CA-2016-108616,"Standard Class",4,-0.99
CA-2016-108616,"Standard Class",4,-0.99
CA-2016-108616,"Standard Class",4,-0.99
CA-2016-107328,"Standard Class",7,1.98
CA-2016-107328,"Standard Class",7,1.98
CA-2016-107328,"Standard Class",7,1.98
CA-2017-142034,"Standard Class",4,-0.99
CA-2017-142034,"Standard Class",4,-0.99
CA-2017-142034,"Standard Class",4,-0.99
CA-2015-157322,"Standard Class",4,-0.99
CA-2015-157322,"Standard Class",4,-0.99
CA-2015-157322,"Standard Class",4,-0.99
CA-2015-157322,"Standard Class",4,-0.99
CA-2015-157322,"Standard Class",4,-0.99
CA-2017-120705,"Standard Class",6,0.99
CA-2016-151169,"Standard Class",5,-0
CA-2016-131289,"Standard Class",6,0.99
CA-2016-131289,"Standard Class",6,0.99
CA-2016-131289,"Standard Class",6,0.99
CA-2014-143385,"Standard Class",5,-0
CA-2017-111815,"Standard Class",7,1.98
CA-2017-111815,"Standard Class",7,1.98
CA-2017-122644,"Standard Class",5,-0
CA-2017-122644,"Standard Class",5,-0
US-2016-150035,"Standard Class",4,-0.99
CA-2015-100888,"Standard Class",4,-0.99
CA-2016-146143,"Standard Class",5,-0
US-2015-147242,"Standard Class",4,-0.99
US-2015-147242,"Standard Class",4,-0.99
US-2015-147242,"Standard Class",4,-0.99
CA-2016-165470,"Standard Class",5,-0
CA-2016-166485,"Standard Class",7,1.98
CA-2015-153626,"Standard Class",5,-0
CA-2014-168592,"Standard Class",6,0.99
CA-2014-168592,"Standard Class",6,0.99
CA-2014-168592,"Standard Class",6,0.99
CA-2016-162614,"Standard Class",6,0.99
CA-2017-102554,"Standard Class",4,-0.99
CA-2015-131779,"Standard Class",5,-0
CA-2016-116344,"Standard Class",4,-0.99
CA-2017-168858,"Standard Class",4,-0.99
CA-2017-168858,"Standard Class",4,-0.99
CA-2017-131212,"Standard Class",4,-0.99
CA-2017-131212,"Standard Class",4,-0.99
CA-2015-153381,"Standard Class",4,-0.99
CA-2016-134803,"Standard Class",6,0.99
CA-2016-134803,"Standard Class",6,0.99
CA-2016-134803,"Standard Class",6,0.99
CA-2016-134803,"Standard Class",6,0.99
CA-2016-134803,"Standard Class",6,0.99
CA-2015-150791,"Standard Class",7,1.98
CA-2015-151841,"Standard Class",5,-0
CA-2015-151841,"Standard Class",5,-0
CA-2016-100244,"Standard Class",4,-0.99
CA-2016-100244,"Standard Class",4,-0.99
CA-2016-100244,"Standard Class",4,-0.99
CA-2016-100244,"Standard Class",4,-0.99
CA-2016-100244,"Standard Class",4,-0.99
US-2017-150847,"Standard Class",6,0.99
US-2014-150119,"Standard Class",4,-0.99
US-2014-150119,"Standard Class",4,-0.99
US-2014-150119,"Standard Class",4,-0.99
US-2014-150119,"Standard Class",4,-0.99
CA-2017-168739,"Standard Class",7,1.98
CA-2014-102274,"Standard Class",5,-0
CA-2014-102274,"Standard Class",5,-0
CA-2014-102274,"Standard Class",5,-0
CA-2014-102274,"Standard Class",5,-0
US-2017-148362,"Standard Class",7,1.98
US-2017-148362,"Standard Class",7,1.98
US-2017-148362,"Standard Class",7,1.98
CA-2014-166471,"Standard Class",4,-0.99
CA-2014-166471,"Standard Class",4,-0.99
CA-2017-148404,"Standard Class",4,-0.99
CA-2017-148404,"Standard Class",4,-0.99
CA-2017-148404,"Standard Class",4,-0.99
CA-2017-148404,"Standard Class",4,-0.99
CA-2017-148404,"Standard Class",4,-0.99
CA-2017-142867,"Standard Class",4,-0.99
CA-2017-142867,"Standard Class",4,-0.99
CA-2015-161718,"Standard Class",6,0.99
CA-2015-161718,"Standard Class",6,0.99
CA-2015-161718,"Standard Class",6,0.99
CA-2015-161718,"Standard Class",6,0.99
CA-2017-123778,"Standard Class",7,1.98
CA-2017-123778,"Standard Class",7,1.98
CA-2015-115511,"Standard Class",4,-0.99
CA-2015-115511,"Standard Class",4,-0.99
CA-2014-165379,"Standard Class",6,0.99
CA-2015-139962,"Standard Class",7,1.98
CA-2015-139962,"Standard Class",7,1.98
CA-2016-139234,"Standard Class",4,-0.99
CA-2016-139234,"Standard Class",4,-0.99
CA-2017-100335,"Standard Class",6,0.99
US-2014-150434,"Standard Class",5,-0
US-2014-150434,"Standard Class",5,-0
US-2014-150434,"Standard Class",5,-0
US-2014-134733,"Standard Class",5,-0
US-2014-134733,"Standard Class",5,-0
CA-2016-147536,"Standard Class",5,-0
CA-2015-112014,"Standard Class",7,1.98
CA-2017-122595,"Standard Class",6,0.99
CA-2017-122595,"Standard Class",6,0.99
CA-2017-122595,"Standard Class",6,0.99
CA-2014-165309,"Standard Class",4,-0.99
CA-2014-165309,"Standard Class",4,-0.99
CA-2014-165309,"Standard Class",4,-0.99
CA-2014-165309,"Standard Class",4,-0.99
CA-2014-165309,"Standard Class",4,-0.99
CA-2014-165309,"Standard Class",4,-0.99
CA-2014-165309,"Standard Class",4,-0.99
CA-2015-120810,"Standard Class",4,-0.99
CA-2015-120810,"Standard Class",4,-0.99
CA-2014-134551,"Standard Class",5,-0
CA-2014-134551,"Standard Class",5,-0
CA-2014-134551,"Standard Class",5,-0
CA-2015-165057,"Standard Class",4,-0.99
CA-2015-165057,"Standard Class",4,-0.99
CA-2017-169978,"Standard Class",4,-0.99
CA-2017-169978,"Standard Class",4,-0.99
US-2014-133130,"Standard Class",4,-0.99
US-2014-133130,"Standard Class",4,-0.99
CA-2016-111416,"Standard Class",5,-0
CA-2015-144386,"Standard Class",6,0.99
US-2014-159926,"Standard Class",4,-0.99
US-2014-159926,"Standard Class",4,-0.99
US-2014-159926,"Standard Class",4,-0.99
US-2014-159926,"Standard Class",4,-0.99
US-2014-159926,"Standard Class",4,-0.99
US-2015-110569,"Standard Class",7,1.98
US-2015-110569,"Standard Class",7,1.98
CA-2014-106264,"Standard Class",4,-0.99
CA-2014-106264,"Standard Class",4,-0.99
CA-2016-167290,"Standard Class",5,-0
CA-2017-150525,"Standard Class",5,-0
CA-2017-150525,"Standard Class",5,-0
CA-2014-103702,"Standard Class",5,-0
CA-2014-159478,"Standard Class",6,0.99
US-2014-117170,"Standard Class",7,1.98
US-2014-117170,"Standard Class",7,1.98
CA-2017-116358,"Standard Class",4,-0.99
CA-2017-116358,"Standard Class",4,-0.99
CA-2017-133865,"Standard Class",4,-0.99
CA-2015-146038,"Standard Class",7,1.98
CA-2014-115980,"Standard Class",4,-0.99
CA-2014-115980,"Standard Class",4,-0.99
CA-2014-143840,"Standard Class",7,1.98
CA-2014-143840,"Standard Class",7,1.98
US-2014-126571,"Standard Class",4,-0.99
US-2014-126571,"Standard Class",4,-0.99
US-2016-162103,"Standard Class",4,-0.99
CA-2015-155453,"Standard Class",5,-0
CA-2016-155474,"Standard Class",6,0.99
CA-2016-155474,"Standard Class",6,0.99
CA-2016-157868,"Standard Class",6,0.99
CA-2016-159730,"Standard Class",4,-0.99
CA-2016-159730,"Standard Class",4,-0.99
CA-2017-113355,"Standard Class",4,-0.99
CA-2017-113355,"Standard Class",4,-0.99
US-2016-127971,"Standard Class",7,1.98
US-2016-127971,"Standard Class",7,1.98
US-2016-127971,"Standard Class",7,1.98
US-2017-156356,"Standard Class",6,0.99
US-2017-156356,"Standard Class",6,0.99
US-2017-156356,"Standard Class",6,0.99
CA-2014-154641,"Standard Class",5,-0
US-2015-137008,"Standard Class",6,0.99
US-2015-137008,"Standard Class",6,0.99
US-2015-137008,"Standard Class",6,0.99
CA-2017-104640,"Standard Class",6,0.99
CA-2017-104640,"Standard Class",6,0.99
CA-2014-114433,"Standard Class",4,-0.99
CA-2016-132409,"Standard Class",6,0.99
CA-2016-132409,"Standard Class",6,0.99
CA-2014-142314,"Standard Class",5,-0
US-2017-108245,"Standard Class",5,-0
US-2017-108245,"Standard Class",5,-0
CA-2016-108882,"Standard Class",6,0.99
CA-2016-108882,"Standard Class",6,0.99
CA-2014-158372,"Standard Class",6,0.99
CA-2014-158372,"Standard Class",6,0.99
CA-2014-158372,"Standard Class",6,0.99
CA-2014-158372,"Standard Class",6,0.99
CA-2014-158372,"Standard Class",6,0.99
CA-2014-158372,"Standard Class",6,0.99
CA-2017-164000,"Standard Class",4,-0.99
CA-2014-131527,"Standard Class",6,0.99
CA-2016-169026,"Standard Class",5,-0
CA-2017-158953,"Standard Class",4,-0.99
CA-2017-123981,"Standard Class",6,0.99
US-2015-163783,"Standard Class",5,-0
CA-2017-159352,"Standard Class",5,-0
CA-2017-105235,"Standard Class",6,0.99
CA-2017-105235,"Standard Class",6,0.99
CA-2017-105235,"Standard Class",6,0.99
US-2017-132059,"Standard Class",6,0.99
US-2017-132059,"Standard Class",6,0.99
CA-2017-157483,"Standard Class",7,1.98
US-2016-133879,"Standard Class",7,1.98
US-2016-133879,"Standard Class",7,1.98
US-2016-133879,"Standard Class",7,1.98
CA-2016-138695,"Standard Class",6,0.99
CA-2016-138695,"Standard Class",6,0.99
CA-2014-153969,"Standard Class",4,-0.99
CA-2014-153969,"Standard Class",4,-0.99
CA-2014-153969,"Standard Class",4,-0.99
CA-2014-153969,"Standard Class",4,-0.99
CA-2014-153969,"Standard Class",4,-0.99
CA-2014-153969,"Standard Class",4,-0.99
CA-2015-139584,"Standard Class",4,-0.99
CA-2015-139584,"Standard Class",4,-0.99
CA-2017-150497,"Standard Class",4,-0.99
US-2014-109036,"Standard Class",5,-0
US-2016-148110,"Standard Class",6,0.99
CA-2017-164168,"Standard Class",6,0.99
CA-2017-164168,"Standard Class",6,0.99
CA-2017-164168,"Standard Class",6,0.99
CA-2017-164168,"Standard Class",6,0.99
CA-2017-164168,"Standard Class",6,0.99
CA-2017-164168,"Standard Class",6,0.99
CA-2017-147564,"Standard Class",4,-0.99
CA-2017-149895,"Standard Class",4,-0.99
CA-2016-150350,"Standard Class",7,1.98
CA-2016-150350,"Standard Class",7,1.98
CA-2016-150350,"Standard Class",7,1.98
CA-2016-150350,"Standard Class",7,1.98
CA-2016-150350,"Standard Class",7,1.98
CA-2016-150350,"Standard Class",7,1.98
CA-2016-121671,"Standard Class",5,-0
CA-2016-121671,"Standard Class",5,-0
CA-2016-121671,"Standard Class",5,-0
CA-2016-121671,"Standard Class",5,-0
CA-2017-127460,"Standard Class",4,-0.99
CA-2016-103037,"Standard Class",4,-0.99
US-2017-140074,"Standard Class",6,0.99
CA-2016-124562,"Standard Class",4,-0.99
CA-2017-131233,"Standard Class",5,-0
CA-2017-131233,"Standard Class",5,-0
CA-2017-135692,"Standard Class",4,-0.99
CA-2017-135692,"Standard Class",4,-0.99
CA-2016-112123,"Standard Class",5,-0
CA-2016-112123,"Standard Class",5,-0
CA-2016-112123,"Standard Class",5,-0
CA-2017-118773,"Standard Class",5,-0
CA-2017-118773,"Standard Class",5,-0
CA-2017-118773,"Standard Class",5,-0
CA-2017-118773,"Standard Class",5,-0
US-2017-132297,"Standard Class",6,0.99
US-2017-132297,"Standard Class",6,0.99
CA-2014-104780,"Standard Class",4,-0.99
CA-2014-143903,"Standard Class",4,-0.99
CA-2014-143903,"Standard Class",4,-0.99
CA-2014-143903,"Standard Class",4,-0.99
CA-2015-126137,"Standard Class",5,-0
CA-2014-119375,"Standard Class",5,-0
CA-2014-119375,"Standard Class",5,-0
CA-2014-119375,"Standard Class",5,-0
CA-2017-127621,"Standard Class",4,-0.99
CA-2016-144554,"Standard Class",5,-0
US-2015-100377,"Standard Class",4,-0.99
US-2017-148054,"Standard Class",5,-0
US-2017-148054,"Standard Class",5,-0
US-2017-148054,"Standard Class",5,-0
CA-2014-137351,"Standard Class",4,-0.99
US-2016-147991,"Standard Class",4,-0.99
CA-2017-101749,"Standard Class",5,-0
US-2015-123960,"Standard Class",5,-0
US-2015-123960,"Standard Class",5,-0
US-2015-123960,"Standard Class",5,-0
US-2015-123960,"Standard Class",5,-0
US-2015-123960,"Standard Class",5,-0
CA-2017-134173,"Standard Class",5,-0
US-2016-114293,"Standard Class",5,-0
CA-2015-168480,"Standard Class",6,0.99
CA-2015-168480,"Standard Class",6,0.99
US-2016-164189,"Standard Class",4,-0.99
CA-2017-116855,"Standard Class",4,-0.99
CA-2015-164441,"Standard Class",5,-0
CA-2015-164441,"Standard Class",5,-0
CA-2017-124674,"Standard Class",6,0.99
CA-2015-123568,"Standard Class",6,0.99
CA-2015-123568,"Standard Class",6,0.99
CA-2015-123568,"Standard Class",6,0.99
CA-2015-123568,"Standard Class",6,0.99
US-2016-160528,"Standard Class",7,1.98
US-2016-160528,"Standard Class",7,1.98
US-2016-160528,"Standard Class",7,1.98
US-2015-138919,"Standard Class",4,-0.99
CA-2017-134845,"Standard Class",6,0.99
CA-2017-134845,"Standard Class",6,0.99
CA-2017-134845,"Standard Class",6,0.99
CA-2017-134845,"Standard Class",6,0.99
CA-2017-134845,"Standard Class",6,0.99
CA-2016-115525,"Standard Class",4,-0.99
CA-2014-130729,"Standard Class",5,-0
CA-2014-148761,"Standard Class",4,-0.99
CA-2017-104381,"Standard Class",7,1.98
CA-2015-130610,"Standard Class",5,-0
CA-2014-138317,"Standard Class",4,-0.99
CA-2014-138317,"Standard Class",4,-0.99
CA-2014-138317,"Standard Class",4,-0.99
CA-2014-138317,"Standard Class",4,-0.99
CA-2014-138317,"Standard Class",4,-0.99
CA-2014-138317,"Standard Class",4,-0.99
US-2014-150532,"Standard Class",7,1.98
CA-2017-147291,"Standard Class",6,0.99
CA-2016-134376,"Standard Class",4,-0.99
CA-2016-139269,"Standard Class",5,-0
CA-2016-139269,"Standard Class",5,-0
CA-2016-139269,"Standard Class",5,-0
CA-2014-131310,"Standard Class",6,0.99
CA-2014-131310,"Standard Class",6,0.99
CA-2015-139850,"Standard Class",5,-0
CA-2015-139850,"Standard Class",5,-0
CA-2015-137512,"Standard Class",5,-0
CA-2015-137512,"Standard Class",5,-0
CA-2017-111808,"Standard Class",4,-0.99
CA-2014-162866,"Standard Class",4,-0.99
CA-2014-162866,"Standard Class",4,-0.99
CA-2017-143665,"Standard Class",5,-0
CA-2017-143665,"Standard Class",5,-0
CA-2015-158456,"Standard Class",5,-0
CA-2015-158456,"Standard Class",5,-0
CA-2017-168900,"Standard Class",5,-0
CA-2017-123638,"Standard Class",7,1.98
CA-2016-153353,"Standard Class",6,0.99
CA-2017-169859,"Standard Class",4,-0.99
CA-2017-169859,"Standard Class",4,-0.99
CA-2017-169859,"Standard Class",4,-0.99
CA-2017-126242,"Standard Class",5,-0
CA-2017-126242,"Standard Class",5,-0
CA-2017-155880,"Standard Class",6,0.99
CA-2017-155880,"Standard Class",6,0.99
CA-2017-155880,"Standard Class",6,0.99
US-2016-169040,"Standard Class",6,0.99
US-2016-169040,"Standard Class",6,0.99
US-2016-169040,"Standard Class",6,0.99
US-2016-169040,"Standard Class",6,0.99
US-2016-169040,"Standard Class",6,0.99
US-2016-169040,"Standard Class",6,0.99
US-2016-169040,"Standard Class",6,0.99
CA-2017-143434,"Standard Class",6,0.99
US-2017-120390,"Standard Class",7,1.98
CA-2017-158106,"Standard Class",6,0.99
CA-2014-156993,"Standard Class",6,0.99
CA-2014-113929,"Standard Class",5,-0
CA-2014-113929,"Standard Class",5,-0
CA-2014-113929,"Standard Class",5,-0
CA-2015-118444,"Standard Class",4,-0.99
CA-2017-166415,"Standard Class",4,-0.99
CA-2017-121615,"Standard Class",6,0.99
CA-2017-121615,"Standard Class",6,0.99
CA-2017-121615,"Standard Class",6,0.99
CA-2014-127586,"Standard Class",4,-0.99
CA-2016-153577,"Standard Class",4,-0.99
CA-2016-153577,"Standard Class",4,-0.99
CA-2016-164035,"Standard Class",5,-0
CA-2017-124898,"Standard Class",4,-0.99
CA-2015-166464,"Standard Class",5,-0
CA-2015-166464,"Standard Class",5,-0
US-2015-114839,"Standard Class",4,-0.99
US-2016-164630,"Standard Class",5,-0
CA-2014-169033,"Standard Class",4,-0.99
CA-2017-139913,"Standard Class",6,0.99
CA-2017-139913,"Standard Class",6,0.99
CA-2017-139913,"Standard Class",6,0.99
